#SampleID	Exp1A1_prefix.assembled_metaphlan_bugs_list	Exp1A2_prefix.assembled_metaphlan_bugs_list	Exp1AS1_prefix.assembled_metaphlan_bugs_list	Exp1AS2_prefix.assembled_metaphlan_bugs_list	Exp1C1_prefix.assembled_metaphlan_bugs_list	Exp1C2_prefix.assembled_metaphlan_bugs_list	Exp1S1_prefix.assembled_metaphlan_bugs_list	Exp1S2_prefix.assembled_metaphlan_bugs_list	Exp2A1_prefix.assembled_metaphlan_bugs_list	Exp2A2_prefix.assembled_metaphlan_bugs_list	Exp2AS1_prefix.assembled_metaphlan_bugs_list	Exp2AS2_prefix.assembled_metaphlan_bugs_list	Exp2C1New.assembled_metaphlan_bugs_list	Exp2C2_prefix.assembled_metaphlan_bugs_list	Exp2S1_prefix.assembled_metaphlan_bugs_list	Exp2S2_prefix.assembled_metaphlan_bugs_list	Exp3A1_prefix.assembled_metaphlan_bugs_list	Exp3A2_prefix.assembled_metaphlan_bugs_list	Exp3AS1_prefix.assembled_metaphlan_bugs_list	Exp3AS2_prefix.assembled_metaphlan_bugs_list	Exp3C1_prefix.assembled_metaphlan_bugs_list	Exp3C2_prefix.assembled_metaphlan_bugs_list	Exp3S1_prefix.assembled_metaphlan_bugs_list	Exp3S2_prefix.assembled_metaphlan_bugs_list
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	0.1385	0.10084	0.07915	0.07823	0.09629	0.11679	0.07411	0.08733	0.08331	0.06736	0.02264	0.03426	0.0595	0.05939	0.03065	0.03669	0.34346	0.29507	0.19148	0.21394	0.32754	0.3292	0.25921	0.22373
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii	0.1385	0.10084	0.07915	0.07823	0.09629	0.11679	0.07411	0.08733	0.08331	0.06736	0.02264	0.03426	0.0595	0.05939	0.03065	0.03669	0.34346	0.29507	0.19148	0.21394	0.32754	0.3292	0.25921	0.22373
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii|t__Faecalibacterium_prausnitzii_unclassified	0.1385	0.10084	0.07915	0.07823	0.09629	0.11679	0.07411	0.08733	0.08331	0.06736	0.02264	0.03426	0.0595	0.05939	0.03065	0.03669	0.34346	0.29507	0.19148	0.21394	0.32754	0.3292	0.25921	0.22373
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus	0.0291	0.0166	0.01401	0.01485	0.02127	0.01887	0.01653	0.01632	0	0	0	0	0	0	0	0	0.01611	0.01671	0.0066	0.01145	0.02641	0.01889	0.00999	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii	0.01861	0.0166	0.01401	0.01485	0.02127	0.01887	0.01653	0.01632	0	0	0	0	0	0	0	0	0	0	0.00102	0.00096	0.00142	0.00211	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii|t__GCF_000209875	0.01861	0.0166	0.01401	0.01485	0.02127	0.01887	0.01653	0.01632	0	0	0	0	0	0	0	0	0	0	0.00102	0.00096	0.00142	0.00211	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_callidus	0.01048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_callidus|t__GCF_000468015	0.01048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_champanellensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00202	0.01067	0.00206	0	0.00644	0.00735	0.00371	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_champanellensis|t__GCF_000210095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00202	0.01067	0.00206	0	0.00644	0.00735	0.00371	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_lactaris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01409	0.00604	0.00353	0.01049	0.01855	0.00943	0.00628	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_lactaris|t__Ruminococcus_lactaris_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01409	0.00604	0.00353	0.01049	0.01855	0.00943	0.00628	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum	0.10774	0.06085	0.04079	0.06796	0.08906	0.06424	0.10355	0.02271	0.0873	0.06903	0.03076	0.02684	0.09332	0.07725	0.07867	0.0161	0.52734	0.49253	0.29338	0.3223	0.49116	0.46008	0.43327	0.44207
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum|s__Subdoligranulum_unclassified	0.10774	0.06085	0.04079	0.06796	0.08906	0.06424	0.10355	0.02271	0.0873	0.06903	0.03076	0.02684	0.09332	0.07725	0.07867	0.0161	0.52734	0.49253	0.29338	0.3223	0.49116	0.46008	0.43327	0.44207
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0	0	0	0	0	0	0	0	0.07276	0.10519	0.03544	0.02861	0.11166	0.06193	0.06311	0.06104	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	0	0	0	0	0	0	0	0	0.07276	0.10519	0.03544	0.02861	0.11166	0.06193	0.06311	0.06104	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0	0	0	0	0	0	0	0	0.07276	0.10519	0.03544	0.02861	0.11166	0.06193	0.06311	0.06104	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Catenibacterium	0	0	0	0	0	0	0	0	0.06577	0.10168	0.03345	0.02861	0.10475	0.06193	0.06169	0.06104	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Catenibacterium|s__Catenibacterium_mitsuokai	0	0	0	0	0	0	0	0	0.06577	0.10168	0.03345	0.02861	0.10475	0.06193	0.06169	0.06104	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Catenibacterium|s__Catenibacterium_mitsuokai|t__GCF_000173795	0	0	0	0	0	0	0	0	0.06577	0.10168	0.03345	0.02861	0.10475	0.06193	0.06169	0.06104	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname	0	0	0	0	0	0	0	0	0.00699	0.0035	0.00199	0	0.0069	0	0.00142	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Eubacterium_biforme	0	0	0	0	0	0	0	0	0.00699	0.0035	0.00199	0	0.0069	0	0.00142	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Eubacterium_biforme|t__GCF_000156655	0	0	0	0	0	0	0	0	0.00699	0.0035	0.00199	0	0.0069	0	0.00142	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes	0.15383	0.10255	0.07291	0.0678	0.11058	0.12713	0.07242	0.06356	0.04785	0.07097	0	0	0.04308	0.02972	0	0	0.04408	0.04578	0.02086	0.02959	0.03894	0.03406	0.0263	0.02458
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	0.15383	0.10255	0.07291	0.0678	0.11058	0.12713	0.07242	0.06356	0.04785	0.07097	0	0	0.04308	0.02972	0	0	0.04408	0.04578	0.02086	0.02959	0.03894	0.03406	0.0263	0.02458
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae	0.15383	0.10255	0.07291	0.0678	0.11058	0.12713	0.07242	0.06356	0	0	0	0	0	0	0	0	0.03434	0.02658	0.01648	0.02236	0.03335	0.02423	0.0205	0.01611
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus	0.09543	0.06905	0.04753	0.03315	0.06686	0.0744	0.04381	0.04703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_fermentans	0.09543	0.06905	0.04753	0.03315	0.06686	0.0744	0.04381	0.04703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_fermentans|t__GCF_000025305	0.09543	0.06905	0.04753	0.03315	0.06686	0.0744	0.04381	0.04703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Phascolarctobacterium	0.05839	0.0335	0.02538	0.03465	0.04372	0.05273	0.02861	0.01653	0	0	0	0	0	0	0	0	0.03434	0.02658	0.01648	0.02236	0.03335	0.02423	0.0205	0.01611
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_succinatutens	0.05839	0.0335	0.02538	0.03465	0.04372	0.05273	0.02861	0.01653	0	0	0	0	0	0	0	0	0.03434	0.02658	0.01648	0.02236	0.03335	0.02423	0.0205	0.01611
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_succinatutens|t__GCF_000188175	0.05839	0.0335	0.02538	0.03465	0.04372	0.05273	0.02861	0.01653	0	0	0	0	0	0	0	0	0.03434	0.02658	0.01648	0.02236	0.03335	0.02423	0.0205	0.01611
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	0	0	0	0	0	0	0	0	0.04785	0.07097	0	0	0.04308	0.02972	0	0	0.00974	0.01921	0.00439	0.00724	0.00559	0.00983	0.0058	0.00847
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megasphaera	0	0	0	0	0	0	0	0	0.02989	0.07097	0	0	0.04308	0.02972	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_unclassified	0	0	0	0	0	0	0	0	0.02989	0.07097	0	0	0.04308	0.02972	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Mitsuokella	0	0	0	0	0	0	0	0	0.01796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Mitsuokella|s__Mitsuokella_unclassified	0	0	0	0	0	0	0	0	0.01796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00974	0.01921	0.00439	0.00724	0.00559	0.00983	0.0058	0.00847
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00576	0.00377	0	0.00054	0.00559	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica|t__Veillonella_atypica_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00576	0.00377	0	0.00054	0.00559	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00397	0.01544	0.00439	0.00669	0	0.00983	0.0058	0.00847
k__Bacteria|p__Proteobacteria	14.95034	15.25021	8.68621	8.00352	14.78374	14.74571	10.07188	9.6301	9.47925	9.00168	1.64197	1.97379	9.05284	10.11165	3.62542	3.32764	4.00095	4.36539	2.24944	2.37542	3.93577	4.55603	3.87837	3.99193
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	0	0	0	0	0.00054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0	0	0	0	0.00054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	0	0	0	0	0.00054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella	0	0	0	0	0.00054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_wadsworthensis	0	0	0	0	0.00054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_wadsworthensis|t__Sutterella_wadsworthensis_unclassified	0	0	0	0	0.00054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0	0	0	0	0.00038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0	0	0	0	0.00038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	0	0	0	0	0.00038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila	0	0	0	0	0.00038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_unclassified	0	0	0	0	0.00038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	14.95034	15.25021	8.68621	8.00352	14.78282	14.74571	10.07188	9.6301	9.47925	9.00168	1.64197	1.97379	9.05284	10.11165	3.62542	3.32764	4.00095	4.36539	2.24944	2.37542	3.93577	4.55603	3.87837	3.99193
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	14.95034	15.25021	8.68621	8.00352	14.78282	14.74571	10.07188	9.6301	9.47925	9.00168	1.64197	1.97379	9.05284	10.11165	3.62542	3.32764	4.00095	4.36539	2.24944	2.37542	3.93577	4.55603	3.87837	3.99193
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae	14.95034	15.25021	8.68621	8.00352	14.78282	14.74571	10.07188	9.6301	9.47925	9.00168	1.64197	1.97379	9.05284	10.11165	3.62542	3.32764	4.00095	4.36539	2.24944	2.37542	3.93577	4.55603	3.87837	3.99193
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter	0.88266	0.94001	0.36853	0.57803	0.7904	0.55025	0.62442	0.59996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_aerogenes	0.05342	0.07303	0.00683	0	0.04439	0.056	0.00341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_aerogenes|t__Enterobacter_aerogenes_unclassified	0.05342	0.07303	0.00683	0	0.04439	0.056	0.00341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_cloacae	0.82924	0.86698	0.3617	0.57803	0.74601	0.49425	0.621	0.59996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_cloacae|t__Enterobacter_cloacae_unclassified	0.82924	0.86698	0.3617	0.57803	0.74601	0.49425	0.621	0.59996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia	9.57737	9.89256	6.41407	5.92077	9.91268	9.72223	7.68667	7.3103	0.01155	0.00726	1.57668	1.90277	0.02469	0.00714	3.53837	3.28985	4.00095	4.36539	2.24944	2.37542	3.93577	4.55603	3.87837	3.99193
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli	7.19048	7.72694	4.09319	4.03537	6.9016	6.78801	4.45222	5.04018	0	0.00726	1.1856	1.34773	0.00496	0.00714	2.95138	2.45531	2.93708	2.95703	1.77488	1.73352	3.11744	3.11368	2.88159	2.55559
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli|t__Escherichia_coli_unclassified	7.19048	7.72694	4.09319	4.03537	6.9016	6.78801	4.45222	5.04018	0	0.00726	1.1856	1.34773	0.00496	0.00714	2.95138	2.45531	2.93708	2.95703	1.77488	1.73352	3.11744	3.11368	2.88159	2.55559
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_unclassified	2.38689	2.16562	2.32089	1.88541	3.01108	2.93421	3.23445	2.27012	0.01155	0	0.39109	0.55504	0.01973	0	0.58699	0.83453	1.06387	1.40836	0.47456	0.6419	0.81833	1.44235	0.99679	1.43634
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella	4.49031	4.41765	1.90361	1.50472	4.07974	4.47324	1.76079	1.71985	9.4677	8.99442	0.06528	0.07103	9.02815	10.10451	0.08705	0.03779	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_oxytoca	0.07189	0.0617	0.01663	0.012	0.05983	0.0648	0.01029	0.00095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_oxytoca|t__Klebsiella_oxytoca_unclassified	0.07189	0.0617	0.01663	0.012	0.05983	0.0648	0.01029	0.00095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_pneumoniae	4.41842	4.35595	1.88698	1.49272	4.01991	4.40844	1.7505	1.7189	9.4677	8.99442	0.0468	0.05187	9.02815	10.10451	0.08705	0.02399	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_pneumoniae|t__Klebsiella_pneumoniae_unclassified	4.41842	4.35595	1.88698	1.49272	4.01991	4.40844	1.7505	1.7189	9.4677	8.99442	0.0468	0.05187	9.02815	10.10451	0.08705	0.02399	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_unclassified	0	0	0	0	0	0	0	0	0	0	0.01849	0.01916	0	0	0	0.0138	0	0	0	0	0	0	0	0
k__Bacteria|p__Verrucomicrobia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01691	0.02415	0.01381	0.01137	0.01802	0.01439	0.02171	0.02081
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01691	0.02415	0.01381	0.01137	0.01802	0.01439	0.02171	0.02081
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01691	0.02415	0.01381	0.01137	0.01802	0.01439	0.02171	0.02081
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01691	0.02415	0.01381	0.01137	0.01802	0.01439	0.02171	0.02081
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01691	0.02415	0.01381	0.01137	0.01802	0.01439	0.02171	0.02081
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia|s__Akkermansia_muciniphila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01691	0.02415	0.01381	0.01137	0.01802	0.01439	0.02171	0.02081
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia|s__Akkermansia_muciniphila|t__GCF_000020225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01691	0.02415	0.01381	0.01137	0.01802	0.01439	0.02171	0.02081
k__Viruses	0.20786	0	8.30248	7.10549	0.00123	0	0	0	0	0	28.74138	20.37889	0	0	0	0	0	0	22.75625	20.87802	0	0	0	0
k__Viruses|p__Viruses_noname	0.20786	0	8.30248	7.10549	0.00123	0	0	0	0	0	28.74138	20.37889	0	0	0	0	0	0	22.75625	20.87802	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname	0.20786	0	8.30248	7.10549	0.00123	0	0	0	0	0	28.74138	20.37889	0	0	0	0	0	0	22.75625	20.87802	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales	0.20786	0	8.30248	7.10549	0.00123	0	0	0	0	0	28.74138	20.37889	0	0	0	0	0	0	22.75625	20.87802	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae	0.20786	0	8.30248	7.10549	0.00123	0	0	0	0	0	28.74138	20.37889	0	0	0	0	0	0	22.75625	20.87802	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__P2likeviruses	0.20624	0	0.0976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__P2likeviruses|s__Enterobacteria_phage_PsP3	0.20624	0	0.0976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__P2likeviruses|s__Enterobacteria_phage_PsP3|t__PRJNA14345	0.20624	0	0.0976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__Viunalikevirus	0.00162	0	8.20487	7.10549	0.00123	0	0	0	0	0	28.74138	20.37889	0	0	0	0	0	0	22.75625	20.87802	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__Viunalikevirus|s__Viunalikevirus_unclassified	0.00162	0	8.20487	7.10549	0.00123	0	0	0	0	0	28.74138	20.37889	0	0	0	0	0	0	22.75625	20.87802	0	0	0	0
